Start_frame,End_frame,Participant,Behavior_ID,Behavior_Description
362.75,366.75,P9,6,Relevancy
378.02,381.8,P14,6,Relevancy
383.87,387.02,P14,4,Follow-Up Question
394.9,402.8,P9,1,Short Response
447.03,452.99,P11,37,Interrupt 
456.99,461.79,P11,37,Interrupt 
458.95,462.0,P9,36,Angry Verbal
504.01,505.82,P13,31,Thank You
505.97,510.8,P9,3,Answer Question
510.92,514.81,P13,37,Interrupt 
528.92,547.99,P13,37,Interrupt 
545.83,548.88,P13,37,Interrupt 
553.81,557.85,P9,37,Interrupt 
555.83,558.81,P11,33,Defend
556.03,561.78,P12,33,Defend
557.01,559.74,P14,33,Defend
618.92,623.77,P9,6,Relevancy
636.85,639.92,P9,5,Exclamation
650.96,653.79,P11,29,Whisper
670.02,673.78,P9,3,Answer Question
672.03,674.75,P11,3,Answer Question
677.98,680.9,P10,6,Relevancy
688.87,695.78,P9,6,Relevancy
713.01,718.02,P11,29,Whisper
726.91,731.84,P13,29,Whisper
769.83,811.85,P13,29,Whisper
772.9,775.81,P11,37,Interrupt 
777.88,780.02,P10,29,Whisper
780.83,782.88,P11,37,Interrupt 
785.78,788.96,P11,37,Interrupt 
786.83,790.86,P14,37,Interrupt 
811.74,818.98,P9,30,Laugh
834.82,835.8,P11,35,Judgemental Verbal
844.74,852.03,P10,29,Whisper
845.91,856.98,P13,29,Whisper
853.88,856.78,P11,6,Relevancy
857.79,859.79,P11,37,Interrupt 
865.95,867.74,P11,1,Short Response
868.91,878.94,P11,37,Interrupt 
872.0,884.94,P10,29,Whisper
887.82,902.96,P12,29,Whisper
889.85,892.86,P11,6,Relevancy
889.85,892.86,P11,4,Follow-Up Question
890.03,894.83,P9,6,Relevancy
894.85,896.84,P11,29,Whisper
960.96,964.88,P10,29,Whisper
960.97,973.96,P13,29,Whisper
965.93,974.91,P9,32,Compliment
972.94,978.75,P12,29,Whisper
976.77,990.96,P10,29,Whisper
976.77,980.76,P14,29,Whisper
992.92,1001.92,P14,29,Whisper
993.92,1000.9,P10,29,Whisper
999.8,1019.89,P13,29,Whisper
1005.99,1013.76,P11,29,Whisper
1022.92,1035.99,P11,36,Angry Verbal
1034.78,1037.85,P13,29,Whisper
1041.79,1044.79,P10,29,Whisper
1043.02,1045.94,P11,6,Relevancy
