Start_frame,End_frame,Participant,Behavior_ID,Behavior_Description
26254,26641,P19,24,Smile
26309,26462,P18,24,Smile
27300,27514,P18,22,Look Away
27327,27686,P19,21,Switch Eye Contact
28889,29097,P18,25,Judgemental Eyebrow
30515,30725,P18,21,Switch Eye Contact
30635,30719,P17,21,Switch Eye Contact
31142,31680,P19,21,Switch Eye Contact
31142,31680,P19,25,Judgemental Eyebrow
31142,31680,P19,8,Move Away
31199,31406,P18,25,Judgemental Eyebrow
31200,31470,P17,24,Smile
