Start_frame,End_frame,Participant,Behavior_ID,Behavior_Description
9862,10229,P33,21,Switch Eye Contact
9925,10259,P32,28,Mouth Open
10493,10829,P33,21,Switch Eye Contact
10493,10829,P33,23,Glance at Others
10590,10945,P32,7,Move Toward
10590,10945,P32,28,Mouth Open
11935,12178,P32,27,Downward Frown
11935,12178,P32,23,Glance at Others
11967,12204,P33,23,Glance at Others
11967,12204,P33,24,Smile
11967,12204,P33,22,Look Away
12353,12870,P32,23,Glance at Others
12353,12870,P32,28,Mouth Open
12353,12870,P32,24,Smile
12474,12865,P33,24,Smile
12474,12865,P33,23,Glance at Others
12474,12865,P33,27,Downward Frown
12474,12865,P33,13,Nod 
13405,13889,P32,24,Smile
13405,13889,P32,7,Move Toward
13410,13852,P33,25,Judgemental Eyebrow
13410,13852,P33,7,Move Toward
13410,13852,P33,13,Nod 
13410,13852,P33,23,Glance at Others
14100,14304,P33,23,Glance at Others
14100,14304,P33,24,Smile
14100,14304,P33,13,Nod 
14100,14304,P33,27,Downward Frown
14190,14304,P32,26,Inquisitive Eyebrow
14190,14304,P32,28,Mouth Open
14190,14304,P32,23,Glance at Others
14845,15597,P32,17,Imitation Dance
14845,15597,P32,24,Smile
15024,15535,P33,23,Glance at Others
15024,15535,P33,22,Look Away
16018,16230,P33,23,Glance at Others
16018,16230,P33,20,Hand Gesture
16018,16230,P33,24,Smile
17190,17366,P32,22,Look Away
17730,18027,P33,23,Glance at Others
17817,18117,P32,23,Glance at Others
17817,18117,P32,28,Mouth Open
18420,18864,P33,24,Smile
18420,18864,P33,23,Glance at Others
18450,18892,P32,25,Judgemental Eyebrow
18450,18892,P32,23,Glance at Others
18450,18892,P32,27,Downward Frown
19197,19704,P32,25,Judgemental Eyebrow
19197,19704,P32,28,Mouth Open
19675,19947,P33,24,Smile
20580,20992,P32,26,Inquisitive Eyebrow
20580,20992,P32,23,Glance at Others
20790,20965,P33,23,Glance at Others
20790,20965,P33,24,Smile
21295,21570,P32,21,Switch Eye Contact
21324,21629,P33,21,Switch Eye Contact
21982,22106,P32,22,Look Away
22048,22165,P33,13,Nod 
23094,23393,P32,26,Inquisitive Eyebrow
23880,24120,P32,15,Tilt Head
23880,24120,P32,23,Glance at Others
23880,24120,P32,26,Inquisitive Eyebrow
24772,25047,P32,24,Smile
24772,25047,P32,23,Glance at Others
24772,25047,P32,18,Generic Dance
24772,25047,P32,26,Inquisitive Eyebrow
25795,26006,P33,23,Glance at Others
26455,26669,P33,22,Look Away
26550,26667,P32,23,Glance at Others
27387,27810,P32,24,Smile
27450,27810,P33,24,Smile
27868,28018,P33,24,Smile
28794,29278,P32,28,Mouth Open
28794,29278,P32,27,Downward Frown
28890,29248,P33,23,Glance at Others
28890,29248,P33,21,Switch Eye Contact
29787,29934,P32,28,Mouth Open
29787,29934,P32,7,Move Toward
29880,29934,P33,7,Move Toward
29880,29934,P33,24,Smile
30176,30267,P32,23,Glance at Others
30176,30267,P32,26,Inquisitive Eyebrow
30232,30266,P33,24,Smile
30597,30742,P32,28,Mouth Open
30597,30742,P32,23,Glance at Others
30597,30742,P32,26,Inquisitive Eyebrow
