Start_frame,End_frame,Participant,Behavior_ID,Behavior_Description
28984,29070,P38,16,pointing at agent
29254,29580,P38,5,eye contact 
29461,29581,P38,18,body language
29792,30005,P37,9,whispering
30057,30215,P38,5,eye contact 
30303,30603,P38,5,eye contact 
31233,31291,P37,4,moving towards 
31380,31440,P37,4,moving towards 
31505,31681,P38,8,smiling at agent
31621,31828,P37,5,eye contact 
6033,6212,P38,24,Smile
6033,6212,P38,23,Glance at Others
6063,6213,P37,23,Glance at Others
6063,6213,P37,24,Smile
6658,6784,P37,7,Move Toward
6658,6784,P37,21,Switch Eye Contact
6904,7137,P37,25,Judgemental Eyebrow
7259,7353,P37,23,Glance at Others
7260,7356,P38,23,Glance at Others
7951,8255,P38,25,Judgemental Eyebrow
7951,8255,P38,23,Glance at Others
8037,8217,P37,24,Smile
8037,8217,P37,23,Glance at Others
8251,8374,P37,23,Glance at Others
8853,8973,P38,23,Glance at Others
8882,8972,P37,24,Smile
9603,10287,P38,24,Smile
9603,10287,P38,23,Glance at Others
9603,10287,P38,10,Point
9687,10142,P37,8,Move Away
9687,10142,P37,10,Point
9687,10142,P37,24,Smile
9687,10142,P37,23,Glance at Others
11374,11645,P37,7,Move Toward
12118,12748,P37,24,Smile
12118,12748,P37,23,Glance at Others
12118,12748,P37,17,Imitation Dance
13744,13949,P38,21,Switch Eye Contact
14701,14878,P38,23,Glance at Others
14880,15092,P37,21,Switch Eye Contact
14880,15092,P37,23,Glance at Others
17371,17878,P38,15,Tilt Head
17371,17878,P38,20,Hand Gesture
17371,17878,P38,25,Judgemental Eyebrow
17371,17878,P38,23,Glance at Others
17461,17907,P37,23,Glance at Others
17461,17907,P37,7,Move Toward
17461,17907,P37,21,Switch Eye Contact
18363,18573,P37,21,Switch Eye Contact
18448,18541,P38,25,Judgemental Eyebrow
18448,18541,P38,23,Glance at Others
19167,19318,P38,21,Switch Eye Contact
19167,19318,P38,24,Smile
19620,19681,P38,23,Glance at Others
20165,20368,P38,23,Glance at Others
20165,20368,P38,24,Smile
20193,20314,P37,24,Smile
20944,21120,P38,23,Glance at Others
21634,21783,P38,23,Glance at Others
22113,22236,P38,24,Smile
23190,23674,P37,18,Generic Dance
23190,23674,P37,7,Move Toward
23190,23674,P37,23,Glance at Others
23402,23643,P38,23,Glance at Others
23402,23643,P38,24,Smile
24125,24449,P38,21,Switch Eye Contact
24125,24449,P38,23,Glance at Others
24240,24452,P37,7,Move Toward
24240,24452,P37,28,Mouth Open
24240,24452,P37,21,Switch Eye Contact
24867,25350,P37,24,Smile
24867,25350,P37,23,Glance at Others
24867,25350,P37,17,Imitation Dance
24931,25323,P38,24,Smile
24931,25323,P38,23,Glance at Others
25925,26221,P38,21,Switch Eye Contact
26913,27092,P38,21,Switch Eye Contact
27331,27537,P38,21,Switch Eye Contact
28954,29130,P38,24,Smile
28954,29130,P38,23,Glance at Others
28954,29130,P38,10,Point
29370,29555,P38,15,Tilt Head
29370,29555,P38,26,Inquisitive Eyebrow
29370,29555,P38,25,Judgemental Eyebrow
30207,30663,P38,7,Move Toward
30207,30663,P38,21,Switch Eye Contact
